Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy Level,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Effective To Date - Month,Effective To Date - Year
YL83902,Washington,No,Extended,Bachelor,2011-01-11,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,Standard,Small,1,2011
AZ62651,Oregon,No,Premium,High School or Below,2011-02-17,Employed,M,Suburban,Single,Corporate Auto,3,4,Web,Luxury,Medsize,2,2011
ZW25874,Oregon,No,Basic,Bachelor,2011-02-16,Employed,M,Rural,Single,Special Auto,3,1,Branch,Standard,Medsize,2,2011
EH41854,Washington,No,Extended,High School or Below,2011-02-10,Unemployed,F,Suburban,Single,Personal Auto,1,3,Branch,Standard,Medsize,2,2011
MW70227,California,Yes,Extended,College,2011-02-19,Employed,M,Suburban,Married,Personal Auto,1,1,Branch,Standard,Medsize,2,2011
SL22297,California,No,Premium,Master,2011-01-21,Disabled,F,Suburban,Single,Personal Auto,1,1,Call Center,Sports,Medsize,1,2011
RV14138,Nevada,Yes,Extended,Bachelor,2011-02-27,Retired,F,Suburban,Single,Personal Auto,3,1,Agent,Sports,Medsize,2,2011
UO62808,Arizona,No,Basic,High School or Below,2011-02-04,Employed,F,Suburban,Married,Corporate Auto,1,2,Call Center,Standard,Medsize,2,2011
ZX64745,California,No,Basic,College,2011-01-18,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Sports,Medsize,1,2011
FL34139,California,No,Basic,High School or Below,2011-02-03,Unemployed,M,Suburban,Single,Personal Auto,2,1,Call Center,Standard,Medsize,2,2011
TS11219,California,No,Basic,College,2011-01-02,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Sports,Medsize,1,2011
XX12304,California,No,Basic,College,2011-01-09,Employed,F,Urban,Married,Personal Auto,1,2,Branch,Standard,Medsize,1,2011
SD64087,California,No,Premium,College,2011-01-19,Employed,M,Suburban,Married,Corporate Auto,2,1,Branch,Sports,Small,1,2011
OY38576,Oregon,No,Basic,High School or Below,2011-01-11,Employed,F,Suburban,Divorced,Corporate Auto,3,2,Agent,Sports,Medsize,1,2011
BG76355,Washington,No,Extended,Bachelor,2011-01-31,Employed,F,Rural,Married,Personal Auto,3,3,Web,Standard,Medsize,1,2011
IP66913,California,No,Extended,High School or Below,2011-01-11,Employed,M,Suburban,Single,Personal Auto,3,2,Agent,Standard,Small,1,2011
LE95702,California,Yes,Basic,College,2011-02-11,Retired,M,Suburban,Single,Special Auto,3,1,Agent,Standard,Medsize,2,2011
KX54357,Washington,No,Extended,College,2011-01-22,Employed,M,Urban,Married,Corporate Auto,3,2,Web,Standard,Small,1,2011
EZ78112,California,No,Basic,High School or Below,2011-02-24,Employed,F,Urban,Single,Special Auto,3,1,Agent,Standard,Medsize,2,2011
XN16891,Arizona,No,Basic,College,2011-02-28,Employed,M,Suburban,Divorced,Personal Auto,1,4,Agent,Standard,Small,2,2011
XK31350,Oregon,No,Extended,College,2011-01-25,Employed,F,Suburban,Married,Corporate Auto,1,4,Call Center,Standard,Large,1,2011
CC30924,Oregon,No,Premium,College,2011-02-26,Employed,M,Urban,Married,Corporate Auto,3,4,Agent,Sports,Small,2,2011
IT78748,Oregon,Yes,Extended,High School or Below,2011-02-19,Disabled,F,Suburban,Married,Special Auto,3,1,Agent,Standard,Small,2,2011
KY33386,Washington,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Web,Sports,Medsize,1,2011
CO44221,California,No,Basic,College,2011-01-02,Employed,M,Suburban,Married,Personal Auto,1,2,Branch,Standard,Medsize,1,2011
LK60013,Oregon,No,Basic,Bachelor,2011-01-26,Employed,F,Suburban,Married,Personal Auto,2,3,Branch,Standard,Medsize,1,2011
DE21533,California,No,Basic,Bachelor,2011-02-02,Employed,M,Suburban,Divorced,Personal Auto,2,1,Call Center,Standard,Medsize,2,2011
YS94121,Nevada,No,Basic,High School or Below,2011-02-27,Employed,M,Suburban,Divorced,Personal Auto,1,1,Call Center,Standard,Small,2,2011
UK68427,Washington,Yes,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Personal Auto,3,2,Branch,Standard,Small,1,2011
TE49565,Oregon,No,Basic,College,2011-01-17,Disabled,F,Suburban,Married,Personal Auto,3,2,Call Center,Sports,Small,1,2011
RA88421,Oregon,No,Extended,College,2011-01-17,Employed,F,Suburban,Married,Personal Auto,3,3,Branch,Standard,Medsize,1,2011
KQ51983,Nevada,No,Basic,College,2011-02-24,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Standard,Medsize,2,2011
CD88896,Nevada,Yes,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Corporate Auto,3,2,Agent,Standard,Medsize,2,2011
YV22553,Arizona,No,Basic,High School or Below,2011-02-20,Employed,M,Urban,Married,Corporate Auto,3,1,Agent,Sports,Small,2,2011
WU14435,California,No,Basic,Bachelor,2011-02-19,Disabled,M,Suburban,Married,Corporate Auto,1,1,Agent,Standard,Small,2,2011
XV84099,Arizona,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Corporate Auto,1,1,Call Center,Standard,Medsize,2,2011
RI24911,Arizona,Yes,Basic,College,2011-02-06,Employed,M,Urban,Single,Personal Auto,3,2,Agent,Standard,Medsize,2,2011
KO26461,Arizona,No,Extended,High School or Below,2011-02-27,Employed,M,Urban,Married,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
HI14283,Oregon,No,Premium,Bachelor,2011-02-01,Unemployed,F,Suburban,Married,Personal Auto,3,1,Web,Sports,Small,2,2011
PT50227,Arizona,No,Basic,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Personal Auto,3,3,Call Center,Standard,Medsize,2,2011
BH36570,California,No,Basic,Bachelor,2011-01-11,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Standard,Small,1,2011
TX17484,California,No,Basic,Bachelor,2011-02-10,Employed,F,Rural,Married,Personal Auto,2,1,Web,Standard,Large,2,2011
CT41158,Washington,No,Extended,College,2011-02-25,Employed,M,Urban,Divorced,Corporate Auto,1,2,Branch,Sports,Large,2,2011
AO87348,Washington,No,Basic,College,2011-02-16,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Standard,Small,2,2011
DE55857,Washington,No,Basic,Bachelor,2011-01-30,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Standard,Small,1,2011
LF66923,Nevada,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Corporate Auto,3,2,Agent,Standard,Small,2,2011
CN24514,Arizona,No,Basic,College,2011-01-14,Employed,F,Rural,Married,Personal Auto,1,3,Agent,Standard,Large,1,2011
UW32074,Oregon,No,Basic,College,2011-02-14,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Standard,Small,2,2011
HP36979,California,No,Extended,College,2011-02-03,Employed,M,Suburban,Married,Personal Auto,2,2,Web,Standard,Large,2,2011
PP40919,California,No,Extended,College,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,1,1,Agent,Standard,Medsize,1,2011
RO73268,California,No,Extended,Bachelor,2011-02-15,Disabled,M,Suburban,Divorced,Corporate Auto,2,3,Agent,Standard,Medsize,2,2011
HO61691,Arizona,No,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Divorced,Personal Auto,1,4,Agent,Standard,Medsize,2,2011
BS13062,Arizona,No,Extended,High School or Below,2011-01-21,Unemployed,F,Suburban,Married,Personal Auto,2,4,Call Center,Standard,Small,1,2011
FO35655,Oregon,No,Extended,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Branch,Luxury,Medsize,1,2011
HR10526,California,No,Basic,Master,2011-01-25,Employed,M,Suburban,Married,Personal Auto,2,1,Call Center,Standard,Medsize,1,2011
IA63417,Arizona,No,Premium,High School or Below,2011-02-02,Retired,F,Suburban,Divorced,Personal Auto,3,3,Web,Standard,Medsize,2,2011
BH35016,Nevada,No,Basic,Bachelor,2011-02-09,Employed,F,Suburban,Divorced,Personal Auto,3,1,Call Center,Standard,Medsize,2,2011
PK52952,Arizona,No,Basic,Doctor,2011-02-28,Employed,M,Suburban,Single,Personal Auto,3,1,Call Center,Sports,Medsize,2,2011
OD76309,Washington,Yes,Basic,College,2011-01-27,Retired,F,Suburban,Divorced,Personal Auto,3,1,Agent,Sports,Small,1,2011
IL28481,Oregon,No,Extended,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal Auto,3,4,Call Center,Standard,Large,2,2011
GY55092,Nevada,Yes,Extended,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Personal Auto,3,2,Agent,Sports,Medsize,2,2011
UF33451,Oregon,No,Extended,Bachelor,2011-02-14,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Sports,Medsize,2,2011
CF15558,California,No,Basic,Master,2011-01-30,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Standard,Small,1,2011
JM62924,Washington,No,Extended,Bachelor,2011-02-09,Employed,M,Suburban,Married,Personal Auto,3,3,Branch,Standard,Medsize,2,2011
EM66435,Oregon,No,Basic,Bachelor,2011-02-06,Employed,F,Rural,Divorced,Corporate Auto,3,1,Agent,Standard,Medsize,2,2011
QX45933,California,No,Basic,Bachelor,2011-02-23,Unemployed,M,Suburban,Married,Personal Auto,1,1,Agent,Standard,Small,2,2011
JI71369,California,No,Basic,College,2011-02-22,Employed,F,Rural,Married,Personal Auto,1,1,Web,Standard,Medsize,2,2011
JU93290,Arizona,No,Basic,College,2011-01-16,Medical Leave,F,Suburban,Divorced,Personal Auto,2,1,Web,Standard,Medsize,1,2011
GU66096,Arizona,No,Basic,High School or Below,2011-02-02,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Standard,Medsize,2,2011
UC33108,California,No,Extended,Bachelor,2011-02-22,Employed,M,Suburban,Married,Personal Auto,1,1,Agent,Standard,Small,2,2011
LW93867,Oregon,No,Basic,College,2011-01-03,Medical Leave,M,Rural,Married,Corporate Auto,1,1,Web,Standard,Medsize,1,2011
OU78470,Arizona,No,Extended,Master,2011-02-27,Employed,F,Rural,Single,Corporate Auto,3,2,Call Center,Standard,Medsize,2,2011
XW90265,Arizona,No,Basic,Bachelor,2011-02-15,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Standard,Small,2,2011
HS67749,California,No,Extended,College,2011-01-11,Employed,M,Rural,Married,Corporate Auto,1,4,Agent,Standard,Medsize,1,2011
VZ51506,Arizona,No,Basic,High School or Below,2011-01-21,Unemployed,F,Suburban,Single,Corporate Auto,3,2,Call Center,Sports,Medsize,1,2011
UI64281,Nevada,No,Basic,Master,2011-01-26,Medical Leave,F,Rural,Married,Personal Auto,3,1,Call Center,Standard,Medsize,1,2011
AE98193,Washington,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Sports,Medsize,1,2011
AZ74055,Oregon,No,Premium,High School or Below,2011-02-23,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Standard,Medsize,2,2011
XS76911,Arizona,No,Extended,High School or Below,2011-02-04,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,Sports,Small,2,2011
AY40674,Washington,No,Extended,Bachelor,2011-02-06,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,Sports,Medsize,2,2011
NA12740,Oregon,No,Basic,Master,2011-02-10,Disabled,M,Rural,Married,Special Auto,3,1,Web,Standard,Medsize,2,2011
UA84837,Arizona,No,Premium,College,2011-01-02,Employed,M,Suburban,Divorced,Corporate Auto,2,1,Branch,Standard,Medsize,1,2011
DJ51510,Arizona,No,Premium,High School or Below,2011-02-10,Employed,F,Rural,Married,Personal Auto,3,3,Agent,Standard,Medsize,2,2011
VM58985,California,No,Extended,College,2011-01-19,Unemployed,M,Suburban,Single,Personal Auto,3,3,Branch,Standard,Medsize,1,2011
OH60605,Oregon,No,Extended,High School or Below,2011-02-23,Employed,F,Suburban,Married,Personal Auto,3,2,Branch,Standard,Medsize,2,2011
UO98052,Nevada,No,Extended,College,2011-01-07,Unemployed,M,Urban,Single,Personal Auto,2,1,Web,Standard,Medsize,1,2011
NC53424,California,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Married,Personal Auto,2,4,Web,Standard,Medsize,1,2011
LQ13873,Nevada,No,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Standard,Small,2,2011
LA97014,Washington,No,Basic,Bachelor,2011-02-24,Employed,M,Suburban,Married,Personal Auto,1,1,Agent,Standard,Medsize,2,2011
NB79936,Washington,No,Premium,Bachelor,2011-02-02,Employed,M,Rural,Single,Personal Auto,2,1,Branch,Standard,Medsize,2,2011
NT89061,Arizona,No,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Standard,Medsize,1,2011
AF10970,Arizona,No,Basic,Bachelor,2011-02-28,Employed,F,Suburban,Married,Corporate Auto,3,1,Call Center,Standard,Medsize,2,2011
ZG48513,California,No,Basic,Bachelor,2011-02-17,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
JQ59145,California,No,Basic,High School or Below,2011-02-12,Unemployed,M,Suburban,Married,Personal Auto,1,1,Agent,Sports,Medsize,2,2011
FE84989,Washington,No,Basic,College,2011-01-09,Employed,M,Urban,Married,Personal Auto,2,2,Call Center,Standard,Large,1,2011
JT52858,Oregon,No,Premium,Bachelor,2011-01-10,Employed,F,Suburban,Married,Personal Auto,1,3,Branch,Standard,Medsize,1,2011
MC62068,California,No,Extended,High School or Below,2011-01-08,Employed,M,Urban,Married,Personal Auto,2,4,Agent,Standard,Large,1,2011
EU27538,Oregon,No,Extended,Master,2011-01-25,Employed,M,Rural,Married,Personal Auto,3,1,Branch,Luxury,Medsize,1,2011
RH42306,Arizona,No,Basic,Bachelor,2011-01-27,Unemployed,F,Suburban,Single,Corporate Auto,2,3,Web,Standard,Small,1,2011
US23612,Oregon,No,Premium,High School or Below,2011-01-12,Disabled,F,Rural,Married,Personal Auto,2,1,Call Center,Standard,Large,1,2011
WV76014,Arizona,No,Basic,Doctor,2011-01-16,Employed,M,Rural,Single,Special Auto,2,2,Branch,Standard,Medsize,1,2011
RK96223,California,No,Basic,College,2011-01-22,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Sports,Medsize,1,2011
MF82000,Washington,No,Basic,Bachelor,2011-01-13,Unemployed,F,Rural,Married,Special Auto,2,2,Branch,Standard,Medsize,1,2011
FM46980,Arizona,No,Basic,College,2011-02-11,Employed,M,Suburban,Married,Personal Auto,1,2,Branch,Standard,Small,2,2011
SY56792,Oregon,No,Premium,High School or Below,2011-01-04,Unemployed,M,Suburban,Divorced,Corporate Auto,3,3,Web,Standard,Medsize,1,2011
RF61565,California,No,Basic,College,2011-01-29,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Standard,Medsize,1,2011
IM94808,Nevada,No,Basic,Bachelor,2011-02-28,Employed,M,Rural,Married,Corporate Auto,3,4,Web,Standard,Medsize,2,2011
VI14730,Oregon,Yes,Basic,High School or Below,2011-02-04,Retired,M,Suburban,Married,Personal Auto,2,1,Web,Sports,Medsize,2,2011
YR34119,Washington,No,Basic,College,2011-02-02,Employed,F,Rural,Married,Personal Auto,1,1,Agent,Sports,Small,2,2011
RR77985,Oregon,No,Extended,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,1,1,Call Center,Standard,Medsize,1,2011
VC22097,Washington,Yes,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Sports,Medsize,2,2011
WV17090,California,No,Basic,Bachelor,2011-02-01,Unemployed,M,Suburban,Married,Corporate Auto,1,2,Call Center,Sports,Medsize,2,2011
TM23514,Oregon,No,Extended,College,2011-01-01,Employed,M,Urban,Single,Personal Auto,3,3,Web,Sports,Medsize,1,2011
MQ68407,Oregon,Yes,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal Auto,3,2,Agent,Standard,Medsize,2,2011
GJ59592,California,Yes,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Corporate Auto,2,2,Call Center,Standard,Small,1,2011
FY56083,Oregon,No,Basic,Bachelor,2011-02-13,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Standard,Small,2,2011
UA94723,Oregon,Yes,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Sports,Medsize,1,2011
FW91032,California,No,Basic,High School or Below,2011-02-13,Employed,M,Rural,Married,Corporate Auto,2,4,Agent,Standard,Medsize,2,2011
DE34457,Oregon,No,Basic,Doctor,2011-01-22,Employed,F,Urban,Married,Personal Auto,3,3,Call Center,Sports,Small,1,2011
HD32044,Oregon,No,Premium,Master,2011-01-25,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Standard,Medsize,1,2011
HH30454,Oregon,No,Premium,Bachelor,2011-02-23,Unemployed,M,Suburban,Single,Personal Auto,3,3,Branch,Sports,Medsize,2,2011
AH84063,Oregon,No,Extended,College,2011-02-18,Employed,F,Rural,Married,Corporate Auto,3,3,Call Center,Sports,Medsize,2,2011
QA17596,California,No,Extended,Bachelor,2011-01-03,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Standard,Small,1,2011
XI41052,California,No,Extended,Bachelor,2011-01-09,Employed,F,Suburban,Single,Personal Auto,2,3,Call Center,Sports,Medsize,1,2011
DI30528,California,Yes,Basic,Master,2011-01-03,Employed,F,Rural,Married,Personal Auto,3,2,Web,Standard,Large,1,2011
SC66359,Arizona,No,Basic,College,2011-02-21,Employed,F,Rural,Married,Corporate Auto,3,4,Agent,Sports,Small,2,2011
EN61670,Arizona,Yes,Basic,Doctor,2011-02-22,Employed,F,Urban,Married,Personal Auto,1,2,Branch,Standard,Medsize,2,2011
DQ10761,Oregon,No,Basic,Bachelor,2011-01-09,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Branch,Standard,Medsize,1,2011
BQ51587,California,No,Basic,College,2011-02-07,Unemployed,F,Suburban,Single,Personal Auto,2,2,Call Center,Standard,Medsize,2,2011
JE21522,California,No,Extended,Bachelor,2011-02-26,Employed,M,Suburban,Married,Personal Auto,2,4,Branch,Standard,Medsize,2,2011
WS47147,California,Yes,Basic,College,2011-01-30,Unemployed,M,Suburban,Married,Personal Auto,3,1,Branch,Sports,Medsize,1,2011
ZA64638,Nevada,No,Extended,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Personal Auto,2,2,Web,Standard,Small,2,2011
EW38459,Nevada,No,Basic,Bachelor,2011-02-20,Employed,F,Rural,Married,Corporate Auto,1,2,Web,Standard,Medsize,2,2011
QW87316,Oregon,No,Basic,College,2011-01-20,Employed,F,Urban,Divorced,Personal Auto,2,2,Agent,Standard,Medsize,1,2011
IC43478,California,No,Extended,Bachelor,2011-01-22,Employed,M,Suburban,Single,Personal Auto,1,1,Call Center,Standard,Medsize,1,2011
TE34064,California,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Standard,Medsize,1,2011
WU60905,California,No,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Married,Corporate Auto,1,3,Web,Sports,Medsize,2,2011
YM18992,California,No,Basic,College,2011-02-02,Employed,F,Suburban,Divorced,Personal Auto,1,1,Agent,Standard,Medsize,2,2011
PD55753,Oregon,No,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Personal Auto,1,4,Call Center,Standard,Medsize,2,2011
KU56006,Arizona,No,Basic,College,2011-01-07,Employed,F,Suburban,Married,Personal Auto,2,1,Call Center,Standard,Small,1,2011
MJ69973,Arizona,No,Basic,High School or Below,2011-02-27,Unemployed,M,Suburban,Married,Personal Auto,3,1,Call Center,Standard,Medsize,2,2011
TW43626,California,No,Basic,College,2011-01-21,Employed,M,Suburban,Married,Personal Auto,2,1,Agent,Standard,Large,1,2011
XX84133,California,No,Basic,Bachelor,2011-02-04,Employed,M,Rural,Married,Corporate Auto,2,4,Call Center,Standard,Medsize,2,2011
ZW84453,Arizona,No,Basic,Bachelor,2011-01-08,Unemployed,F,Rural,Married,Personal Auto,2,1,Web,Standard,Medsize,1,2011
HO29524,California,No,Extended,College,2011-02-04,Employed,M,Rural,Married,Personal Auto,1,4,Branch,Standard,Medsize,2,2011
VE89726,California,No,Basic,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,1,3,Branch,Sports,Medsize,1,2011
GE87503,California,No,Premium,High School or Below,2011-02-07,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Sports,Small,2,2011
PX90263,Oregon,No,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
NI17718,California,No,Basic,High School or Below,2011-02-09,Unemployed,F,Suburban,Single,Personal Auto,3,2,Web,Standard,Medsize,2,2011
FY32213,California,Yes,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal Auto,3,2,Call Center,Standard,Medsize,2,2011
RZ13254,Nevada,No,Basic,Bachelor,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,1,2,Branch,Standard,Large,1,2011
GN45013,Oregon,No,Basic,High School or Below,2011-02-06,Medical Leave,M,Suburban,Married,Personal Auto,1,1,Agent,Standard,Medsize,2,2011
UB16654,Washington,No,Basic,Master,2011-02-27,Disabled,M,Urban,Divorced,Personal Auto,3,4,Web,Standard,Medsize,2,2011
KU84464,Nevada,No,Extended,Bachelor,2011-01-17,Employed,F,Rural,Married,Personal Auto,3,1,Call Center,Standard,Medsize,1,2011
YH43527,Oregon,No,Extended,College,2011-01-07,Employed,F,Suburban,Married,Corporate Auto,2,4,Agent,Standard,Medsize,1,2011
RO30676,California,No,Premium,College,2011-01-03,Disabled,F,Rural,Married,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
QL59704,Arizona,No,Basic,College,2011-01-26,Employed,F,Urban,Married,Corporate Auto,3,2,Branch,Standard,Medsize,1,2011
QH19450,California,No,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Call Center,Standard,Small,1,2011
HR85211,Washington,No,Basic,Master,2011-01-14,Employed,F,Rural,Married,Personal Auto,3,2,Web,Standard,Medsize,1,2011
UV54502,Washington,No,Basic,High School or Below,2011-02-20,Unemployed,F,Suburban,Married,Personal Auto,3,4,Branch,Standard,Large,2,2011
WB38524,California,No,Basic,High School or Below,2011-01-01,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Standard,Small,1,2011
